cta_dwell_time,click_velocity,slip_jitter,zone_transitions_rolling,label
2232.0,0.4184975936388366,53.75600981855445,6.0,2
0.0,0.0,0.0,7.0,0
605.0,0.4020908725371934,32.568511190868165,5.0,2
1051.0,0.4075810067250866,15.977111026862776,2.0,1
0.0,2.608346709470305,10.696153466293291,0.0,2
1839.0,0.6166495375128468,37.76869905867706,8.0,2
0.0,0.0,0.0,0.0,1
310.0,0.0,41.292893218813454,11.0,2
353.0,0.4795013186286262,29.728691209153897,3.0,0
1818.0,0.40192926045016075,61.8489656711525,6.0,2
0.0,0.2038735983690112,0.0,18.0,2
994.0,0.21331058020477817,36.70257871746405,4.0,2
0.0,0.0,0.0,0.0,1
498.0,0.21385799828913601,7.3270247342170665,0.0,1
793.0,0.20251113811259622,8.097159320297793,0.0,1
112.0,0.6083958629081322,26.753869539894687,1.0,2
1122.0,0.20242914979757085,58.31559461603863,3.0,2
310.0,0.20185708518368997,28.46449099517027,3.0,2
4878.0,0.0,2.2189187405494692,0.0,1
3082.0,0.20329335230737958,16.58947750938995,2.0,1
1761.0,0.22002200220022003,7.952689077205875,0.0,1
1122.0,0.20627062706270627,105.80952298661225,3.0,2
907.0,0.602167804094741,56.0310164970325,6.0,2
1454.0,0.6230529595015576,29.641815926663867,2.0,2
238.0,0.407000407000407,99.9204291211771,22.0,0
0.0,0.0,0.0,0.0,1
1467.0,0.625,27.59348505541421,4.0,2
1074.0,0.0,58.75097586352934,3.0,0
0.0,0.0,0.0,4.0,1
0.0,0.20234722784297854,0.0,7.0,1
0.0,0.46253469010175763,6.844639804091734,0.0,1
4845.0,0.0,15.7042317112529,2.0,1
0.0,0.0,0.0,0.0,1
3143.0,0.0,22.394749246984016,4.0,1
825.0,0.4095842719639566,50.56662696333219,9.0,2
794.0,1.2143290831815423,39.72655164675504,2.0,2
1842.0,0.2089864158829676,48.62664761891034,9.0,2
4823.0,0.0,19.868075333046463,0.0,1
0.0,3.0156815440289506,14.72124232457312,0.0,2
3171.0,0.4104247896572953,27.003620170563686,2.0,1
51.0,0.5113781641523907,44.70633469996718,3.0,0
0.0,0.40584415584415584,0.0,20.0,2
4794.0,0.0,2.340127742346344,0.0,1
4128.0,0.0,13.56414201912116,0.0,1
1015.0,0.40428542551041036,11.897410408460086,0.0,1
890.0,0.40858018386108275,7.6948415660031975,0.0,1
1649.0,0.646830530401035,45.478344591907955,4.0,2
4672.0,0.0,1.9242030315208372,0.0,1
2033.0,0.4702562896778744,17.095476396839082,2.0,1
310.0,0.4427717511622758,30.84714725862939,3.0,2
526.0,0.43782837127845886,57.95117940356845,1.0,2
4800.0,0.0,17.40322707128912,0.0,1
575.0,0.608272506082725,29.588534524071935,2.0,2
170.0,0.6195786864931847,38.66301117530548,2.0,2
2289.0,0.407000407000407,43.80872636779618,4.0,2
2056.0,0.20964360587002098,57.11378039848564,6.0,2
905.0,0.24642681123706262,44.70633469996718,3.0,0
0.0,0.0,0.0,11.0,2
2561.0,0.0,36.93512542912577,4.0,2
2611.0,0.22851919561243142,60.85097506225315,8.0,2
4907.0,0.0,2.5338917483072314,0.0,1
1260.0,0.7394626571358146,29.938815294379108,2.0,2
1561.0,0.4042037186742118,30.37728294840463,5.0,2
0.0,0.0,0.0,0.0,1
1349.0,0.8105369807497468,42.627888907301134,6.0,2
0.0,0.0,0.0,0.0,1
1021.0,0.8032128514056224,35.779016214239554,6.0,2
0.0,0.2034587995930824,0.0,19.0,2
0.0,0.0,0.0,0.0,1
51.0,0.0,0.0,3.0,0
362.0,0.0,24.33495274374494,3.0,1
0.0,0.20466639377814164,0.0,15.0,0
0.0,0.20358306188925082,0.0,17.0,2
170.0,2.6601186822181297,49.900153725500786,2.0,2
353.0,0.4052684903748734,27.216816714558938,3.0,0
445.0,0.6134969325153374,37.12099881293765,5.0,2
0.0,0.6088897909478385,27.597264383682713,0.0,2
272.0,0.6047167909695625,21.407616867839522,2.0,2
478.0,1.0030090270812437,32.1094990704317,2.0,2
1109.0,0.2008435428800964,32.341923243793545,3.0,2
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,1
813.0,0.21691973969631234,35.71595982991754,4.0,2
0.0,1.2269938650306749,26.640521160890454,0.0,2
696.0,0.8090614886731392,26.260448331925442,2.0,2
1461.0,0.7400098667982239,41.329691273566816,8.0,2
860.0,0.6033789219629927,21.14764802844996,4.0,2
279.0,0.8107012565869477,4.230524918022141,1.0,2
57.0,2.2172949002217295,0.0,0.0,2
0.0,0.9624639076034649,8.034805739326249,0.0,2
164.0,0.20149103364900262,27.418288079036078,20.0,0
3193.0,0.40858018386108275,27.439980135819393,2.0,1
0.0,0.0,0.0,13.0,0
164.0,0.2045408058907752,27.418288079036078,20.0,0
1237.0,0.0,31.971249505207407,8.0,2
4963.0,0.0,1.84453749331772,0.0,1
830.0,0.4215851602023609,34.38293934112919,3.0,2
3678.0,0.22094564737074682,16.961865941603076,2.0,1
0.0,0.7255139056831923,8.385110531662049,1.0,2
1173.0,0.0,23.630183574022695,4.0,1
0.0,0.20466639377814164,0.0,9.0,1
4152.0,0.0,16.470167430553268,0.0,1
1562.0,0.0,43.00787974927203,4.0,2
3699.0,0.4077471967380224,12.769685167068534,0.0,1
4148.0,0.0,21.52650427828189,4.0,1
