cta_dwell_time,click_velocity,slip_jitter,zone_transitions_rolling,label
205.57837164264075,4.484517175426875,5.568329407758145,8,2
1619.0832771273076,0.39694765510718427,4.501056562227114,2,0
829.2223669093814,0.15397846268596765,1.411661165873166,0,0
29.318523318414723,2.749055269223213,17.003483843636246,9,2
3452.7348058202224,0.054059876044520894,7.219830027389578,2,1
7041.759700372318,0.02644959221761386,6.184922005121455,1,1
1493.2253247999836,2.8215662014304685,5.734568041664913,7,2
6152.13327671254,0.06728492195717455,8.903770367509642,0,1
1096.097566928002,5.906355502008702,11.116023448293173,5,2
842.3635979468285,0.19037063369061358,4.126642757168074,2,0
183.75843624860912,2.8324897102314104,15.583517746817222,10,2
7610.046488417278,0.0760233268181338,2.615449899003306,2,1
1825.2007953431216,0.22907171102703439,0.7657526436136375,3,0
4266.179048796726,0.28977886457017843,4.988242226804348,2,1
1491.4918083475948,3.588912006726505,8.509732022576582,9,2
1988.5155325241035,0.20878530943846985,2.485133987366021,0,0
5101.8884440717575,0.27454888684272694,6.333604949728854,0,1
424.8993843268447,0.17645421870487793,0.813703008594141,0,0
353.1959249207169,1.6974885883468476,13.065933383396265,10,2
372.26152640428717,2.068203694850813,15.333298495802431,5,2
6024.166911209353,0.2220778207526109,6.233408385851954,2,1
1798.821947142475,0.06185937446254497,2.35985624615214,0,0
953.5218146444524,4.04085855266036,13.772473604243244,9,2
8807.96093660883,0.04139712240601281,6.363874406115178,2,1
1392.745593433388,0.19718382326872141,4.094912547688601,3,0
6539.314200329623,0.27702249050665495,1.5387339717124948,1,1
2757.3870969718373,0.2522152747752478,2.9300315078568993,0,1
2658.8226642494174,0.1025365224960845,7.7643730749193125,2,1
708.8977454449432,5.32620962102567,5.000210147597331,9,2
5494.0587779380185,0.10171243426843109,8.793890040735683,0,1
391.9731413661778,4.920655709515604,10.959458159255021,7,2
9795.666747416637,0.025237877773838447,8.673179482457144,0,1
1364.1039230702909,0.18919612325176766,0.1862612566664118,1,0
7417.428791977942,0.08268376748503453,5.30849014995556,1,1
1688.159759422894,0.37386880771841297,3.515700183153467,2,0
4793.201577755566,0.1787005946941627,2.5012790635648443,0,1
748.3917904657718,0.03719294801480327,2.5267748543776305,1,0
760.0230337883835,0.26730015468338436,4.169494808730474,0,0
503.36777284172103,3.2627829483683626,17.4165361426182,11,2
858.1036284693375,0.0540153346816743,3.1460440446355484,3,0
958.2353284221732,0.43850320759754086,1.8140151951063543,3,0
494.71658188544575,0.15538598265513537,2.7802815473032414,0,0
6809.589690444275,0.1492267976343811,1.8637607350975627,1,1
342.64822136628226,0.3983121505133607,1.575582797247418,3,0
1547.9824254538764,0.15957398264057915,1.583036572319404,1,0
140.9939549438628,0.303940330738666,3.155433796589027,3,0
2915.301822494461,0.10689115931228352,1.4598493018281944,2,1
576.3708489167371,3.7584770787410324,5.59127698761789,8,2
1810.760660031841,0.48152871194577557,1.62672692006862,2,0
2538.0120439634225,0.06818466910841499,0.9608481221781462,1,1
1414.091641655905,0.2669474095136945,3.819971813730101,1,0
6477.665536148666,0.10930962787247532,4.5824280169294065,2,1
934.9367010450259,2.560636898230817,14.668039898833879,11,2
108.65832995568725,4.120289236688926,18.52855566546461,10,2
637.397592896577,0.20213850636898845,0.16415706499926075,3,0
1488.2800967186865,1.948567446090876,11.551348092404414,10,2
600.3346570256518,0.024614922853630594,3.71905922863893,3,0
1470.9746610839575,0.22982996611408135,3.893165206385997,2,0
1231.4125594728512,2.157955998459018,12.619490857416432,7,2
1373.2424348196612,4.276655608775764,19.249606565710007,7,2
1149.2419927686,4.015579673739703,18.41078745576149,9,2
1302.8040463564969,4.413620955226239,19.453418301620154,5,2
1559.116759092686,0.263756545695247,1.0115261968863665,2,0
4898.300995072261,0.22297059479332895,3.7397502786025436,1,1
963.3092899969215,0.27799278224319923,0.4692200707652261,1,0
1386.7375346234628,0.457105105330792,0.6515737014852169,1,0
1402.1233377352175,0.08281925017579345,1.167872026104531,0,0
310.4784440527209,0.47518251370189674,3.933161142198374,1,0
674.5634922906261,2.4558077764252215,11.0869469854877,9,2
276.66677289323917,5.495615362520487,7.441224008762374,11,2
516.7044929801837,2.9592753545704165,9.83272849851573,11,2
7908.750436881254,0.18204023046280926,9.810342697575434,2,1
169.31311881796563,2.3302053332912944,17.621603924365658,9,2
9850.93942404248,0.2789670795064114,6.00359812474554,2,1
1277.5868888286702,4.808127516038095,10.64986939093573,7,2
232.65521013404123,1.9327145088210784,5.899662470998269,11,2
9829.900793717847,0.16812129608665125,7.95677153163973,0,1
893.308785775705,3.5973406768845435,5.718719563203438,7,2
928.9073890853201,0.472941222241412,2.308764805788136,3,0
1365.6649353199448,0.36854756859749027,2.1658138464959564,0,0
415.97935110939875,0.4946860907350752,2.847449151919329,1,0
1248.9079326599199,5.3293099115734925,6.0954816648459875,11,2
4664.94088493685,0.02497731472784398,7.065946319955103,0,1
1445.7851961015774,4.9503137649298825,11.991214294377645,5,2
1184.6999039214618,4.602314467038925,19.883370248891723,8,2
1098.9589973803995,0.3378371376819552,0.9239461393423476,0,0
638.1183971740685,0.4531910278074467,0.8218000407022052,3,0
885.9996299826051,0.2818249089246496,4.096620884205052,0,0
888.2485131551774,0.48943402719938717,4.240928032051791,2,0
1774.6928397936524,0.46865101539707804,0.8591450123297739,1,0
9501.135364475002,0.055467270524040935,5.313017191000506,0,1
6609.8629630754385,0.2950960563223221,2.410750041772155,2,1
4280.180370767228,0.2037042038610453,9.641134376237442,0,1
1259.5461742539235,0.4024468553110163,2.808440847202427,2,0
7921.854484726779,0.04977726824604527,8.334451771991477,2,1
4177.865923361328,0.06974360894609662,4.082862769325172,2,1
1210.7534180265338,5.118581434000461,15.651258951572483,10,2
1436.25116330967,3.88441283226313,7.701854793655302,10,2
7752.273576520976,0.0004438991850200802,1.7863034724049132,0,1
1509.556661916464,0.39287650262944906,3.820582284201521,2,0
1154.3255577996022,3.913145774763448,9.227863772499328,7,2
894.6038893052432,0.08862461054127124,3.553446435396591,0,0
867.7613205929872,3.4143460161020682,17.324831020246314,11,2
6342.350290681987,0.22949673810963897,9.930199482700544,1,1
326.47162600733304,0.12165287003608422,2.17389209780314,2,0
1356.2845767768722,0.3990808763029682,3.45936817426509,2,0
1323.747775816845,0.3341628936764674,2.3435187536252577,0,0
3642.1637622692024,0.14536099006398537,0.6284327302678749,1,1
3398.348863624504,0.08035488126986005,7.2609920957135135,0,1
924.629084344276,0.15399989735796532,3.333591723846503,0,0
820.2699508800536,0.35472836206375985,3.2215650117016454,3,0
5732.733031900856,0.1351770609902035,1.2314933805251094,0,1
3088.673088687443,0.18961157838961176,2.474445087105429,0,1
